design,folder,part_a_source,part_b_source,printer,file_type,file_name,sku,theme,print_time_h,objects_pre_merge,color_changes,model_material_g,total_material_g,colors_used,per_color_g,time_add_per_wig_min,filament_per_unit_g,time_per_gram_min,waste_per_unit_g,throughput_wig_day,plate_utilization_pct,object_area_mm2,available_area_mm2,bed_area_mm2,exclusion_area_mm2,calibration_area_mm2,calibration_estimated,prime_tower_bbox,prime_tower_area_mm2,objects_on_plate,total_layers,print_height_mm,effective_layer_height_mm,variable_layer_height,layer_height_min_mm,layer_height_max_mm,layer_height_mean_mm,travel_distance_mm,travel_moves,travel_ratio_pct,retractions,z_hops,layers_gcode,total_extruded_filament_mm,feature_mix_pct,feature_filament_mm,prime_tower_filament_mm,support_filament_mm,outer_wall_loops,tool_changes_gcode,outer_loops_per_layer,layer_time_min_mean,layer_time_min_max,object_count_gcode,object_filament_mm_mean,object_filament_mm_min,object_filament_mm_max,color_changes_per_layer
X1C_Crocodile_Original,C:\ZB_Designs\Original\X1C_Original\X1C_Standard_Original\X1C_Crocodile_Original,X1C_Crocodile_Original_Data.tsv,X1C_Crocodile_Original_Full.gcode.3mf,X1C,Standard,Crocodile_Original,,Original,25.38,72,155,218.41,284.74,4,"[{""grams"": 21.8, ""color"": ""Esun Cold White""}, {""grams"": 10.4, ""color"": ""Esun Black""}, {""grams"": 200.16, ""color"": ""Esun Pine Green""}, {""grams"": 52.38, ""color"": ""Esun Peak Green""}]",17.2,3.03,6.97,0.92,68.1,67.6,41346.8,61150.0,65536.0,504.0,3192.0,False,"[24.04, 15.09, 54.04, 38.09]",690.0,37,75,11.49,0.153,True,0.091,0.2,0.142,1980098.4,1127802,43.9,963928,154665,75,203341.2,"{""outer_wall"": 44.9, ""inner_wall"": 22.7, ""infill"": 20.2, ""prime_tower"": 11.5, ""bridge"": 0.6, ""other"": 0.1, ""overhang"": 0.0}","{""other"": 141.6, ""inner_wall"": 46077.4, ""outer_wall"": 91383.5, ""infill"": 41087.2, ""prime_tower"": 23401.4, ""overhang"": 36.7, ""bridge"": 1213.4}",23401.4,0.0,52405,158,698.7,20.47,62.0,37,4862.4,2486.0,5033.8,2.07
X1C_Ghost_Original,C:\ZB_Designs\Original\X1C_Original\X1C_Standard_Original\X1C_Ghost_Original,X1C_Ghost_Original_Data.tsv,X1C_Ghost_Original_Full.gcode.3mf,X1C,Standard,Ghost_Original,,Original,36.37,194,77,586.37,610.33,4,"[{""grams"": 13.42, ""color"": ""Esun Cold White""}, {""grams"": 8.35, ""color"": ""Esun Black""}, {""grams"": 12.36, ""color"": ""Esun Light Blue""}, {""grams"": 576.2, ""color"": ""Esun Warm White""}]",10.53,3.02,3.72,0.12,128.0,78.6,48313.2,61487.5,65536.0,504.0,3192.0,False,"[40.57, 9.97, 70.57, 21.72]",352.5,64,127,24.38,0.192,True,0.138,0.2,0.182,3879098.9,1476781,41.0,1215422,212587,127,317557.8,"{""outer_wall"": 45.8, ""infill"": 26.5, ""inner_wall"": 24.2, ""prime_tower"": 2.7, ""bridge"": 0.7, ""other"": 0.0, ""overhang"": 0.0}","{""other"": 141.6, ""inner_wall"": 76952.6, ""outer_wall"": 145485.8, ""infill"": 84127.4, ""prime_tower"": 8593.7, ""overhang"": 20.7, ""bridge"": 2236.0}",8593.7,0.0,88986,80,700.7,17.25,74.0,64,4826.1,1542.5,6377.6,0.61
X1C_Giraffe_Original,C:\ZB_Designs\Original\X1C_Original\X1C_Standard_Original\X1C_Giraffe_Original,X1C_Giraffe_Original_Data.tsv,X1C_Giraffe_Original_Full.gcode.3mf,X1C,Standard,Giraffe_Original,,Original,46.53,113,254,398.24,530.52,4,"[{""grams"": 20.68, ""color"": ""Esun Cold White""}, {""grams"": 31.52, ""color"": ""Esun Black""}, {""grams"": 382.19, ""color"": ""Esun Yellow""}, {""grams"": 96.13, ""color"": ""Esun Brown""}]",20.17,3.52,7.01,1.17,58.3,75.2,46195.2,61400.0,65536.0,504.0,3192.0,False,"[29.34, 15.0, 69.34, 26.0]",440.0,57,182,32.78,0.18,True,0.108,0.201,0.172,4515975.1,1873121,50.5,1554725,310047,182,403962.5,"{""outer_wall"": 45.1, ""inner_wall"": 25.9, ""infill"": 16.5, ""prime_tower"": 11.4, ""bridge"": 1.0, ""overhang"": 0.1, ""other"": 0.0}","{""other"": 141.6, ""inner_wall"": 104627.7, ""outer_wall"": 182164.2, ""infill"": 66527.2, ""prime_tower"": 46226.6, ""overhang"": 326.3, ""bridge"": 3948.8}",46226.6,0.0,139506,257,766.5,15.38,69.0,57,6275.9,3134.4,6354.6,1.4
X1C_Gnome_Original,C:\ZB_Designs\Original\X1C_Original\X1C_Standard_Original\X1C_Gnome_Original,X1C_Gnome_Original_Data.tsv,X1C_Gnome_Original_Full.gcode.3mf,X1C,Standard,Gnome_Original,,Original,27.77,98,179,325.77,390.71,4,"[{""grams"": 35.67, ""color"": ""Esun Cold White""}, {""grams"": 68.58, ""color"": ""Esun Black""}, {""grams"": 218.12, ""color"": ""Esun Red""}, {""grams"": 68.34, ""color"": ""Esun Beige""}]",13.69,3.32,5.11,0.66,84.7,75.0,46003.2,61365.0,65536.0,504.0,3192.0,False,"[40.61, 15.0, 90.61, 24.5]",475.0,50,78,13.49,0.173,True,0.102,0.2,0.148,2349110.1,879006,40.0,673771,150724,78,232914.9,"{""outer_wall"": 36.8, ""infill"": 30.0, ""inner_wall"": 22.8, ""prime_tower"": 9.9, ""bridge"": 0.5, ""overhang"": 0.1, ""other"": 0.1}","{""other"": 141.6, ""inner_wall"": 53001.2, ""outer_wall"": 85625.2, ""infill"": 69779.2, ""prime_tower"": 22974.1, ""overhang"": 161.3, ""bridge"": 1232.3}",22974.1,0.0,66755,182,855.8,21.52,65.0,50,4198.6,2119.7,4319.0,2.29
X1C_Goat_Original,C:\ZB_Designs\Original\X1C_Original\X1C_Standard_Original\X1C_Goat_Original,X1C_Goat_Original_Data.tsv,X1C_Goat_Original_Full.gcode.3mf,X1C,Standard,Goat_Original,,Original,30.77,100,145,381.14,447.43,4,"[{""grams"": 22.74, ""color"": ""Esun Cold White""}, {""grams"": 49.55, ""color"": ""Esun Black""}, {""grams"": 17.2, ""color"": ""Esun Brown""}, {""grams"": 357.94, ""color"": ""Esun Bone White""}]",15.64,3.81,4.84,0.66,78.0,75.9,46617.8,61460.0,65536.0,504.0,3192.0,False,"[29.79, 15.0, 69.79, 24.5]",380.0,51,116,21.51,0.185,True,0.122,0.2,0.184,2385280.6,1185481,37.5,944119,167117,116,254120.2,"{""outer_wall"": 37.3, ""infill"": 27.8, ""inner_wall"": 24.3, ""prime_tower"": 9.1, ""bridge"": 1.2, ""overhang"": 0.1, ""other"": 0.1}","{""other"": 141.6, ""inner_wall"": 61759.4, ""outer_wall"": 94866.5, ""infill"": 70710.3, ""prime_tower"": 23250.7, ""bridge"": 3153.4, ""overhang"": 238.2}",23250.7,0.0,81482,148,702.4,15.97,59.0,51,4525.7,2291.2,4652.4,1.25
X1C_Grub_Purple_Original,C:\ZB_Designs\Original\X1C_Original\X1C_Standard_Original\X1C_Grub_Purple_Original,X1C_Grub_Purple_Original_Data.tsv,X1C_Grub_Purple_Original_Full.gcode.3mf,X1C,Standard,Grub_Purple_Original,,Original,33.02,109,139,284.77,354.49,4,"[{""grams"": 21.94, ""color"": ""Esun Cold White""}, {""grams"": 28.75, ""color"": ""Esun Black""}, {""grams"": 240.41, ""color"": ""Esun Very Perri""}, {""grams"": 63.39, ""color"": ""Esun Peak Green""}]",15.62,2.61,6.96,0.64,79.2,80.4,49319.2,61380.0,65536.0,504.0,3192.0,False,"[30.78, 15.0, 50.78, 38.0]",460.0,55,89,15.39,0.173,True,0.11,0.201,0.159,3162227.0,1611610,50.0,1379786,230056,89,288805.3,"{""outer_wall"": 46.6, ""inner_wall"": 24.2, ""infill"": 20.4, ""prime_tower"": 8.5, ""bridge"": 0.3, ""overhang"": 0.1, ""other"": 0.0}","{""other"": 141.6, ""inner_wall"": 69937.4, ""outer_wall"": 134477.6, ""infill"": 58795.9, ""prime_tower"": 24438.9, ""bridge"": 832.0, ""overhang"": 182.0}",24438.9,0.0,103375,142,1161.5,22.42,81.0,55,4805.9,2426.5,4911.1,1.56
X1C_Grub_Yellow_Original,C:\ZB_Designs\Original\X1C_Original\X1C_Standard_Original\X1C_Grub_Yellow_Original,X1C_Grub_Yellow_Original_Data.tsv,X1C_Grub_Yellow_Original_Full.gcode.3mf,X1C,Standard,Grub_Yellow_Original,,Original,33.1,109,140,284.77,356.68,4,"[{""grams"": 23.78, ""color"": ""Esun Cold White""}, {""grams"": 28.69, ""color"": ""Esun Black""}, {""grams"": 240.68, ""color"": ""Esun Yellow""}, {""grams"": 63.53, ""color"": ""Esun Light Blue""}]",15.63,2.61,6.97,0.66,79.0,80.4,49319.2,61380.0,65536.0,504.0,3192.0,False,"[30.78, 15.0, 50.78, 38.0]",460.0,55,89,15.39,0.173,True,0.11,0.201,0.159,3164688.6,1611653,50.1,1379850,230075,89,289626.9,"{""outer_wall"": 46.4, ""inner_wall"": 24.1, ""infill"": 20.3, ""prime_tower"": 8.7, ""bridge"": 0.3, ""overhang"": 0.1, ""other"": 0.0}","{""other"": 141.6, ""inner_wall"": 69935.8, ""outer_wall"": 134468.0, ""infill"": 58821.5, ""prime_tower"": 25246.0, ""bridge"": 832.0, ""overhang"": 182.0}",25246.0,0.0,103375,143,1161.5,22.47,81.0,55,4805.9,2426.5,4911.1,1.57
X1C_GuineaPig_Original,C:\ZB_Designs\Original\X1C_Original\X1C_Standard_Original\X1C_GuineaPig_Original,X1C_GuineaPig_Original_Data.tsv,X1C_GuineaPig_Original_Full.gcode.3mf,X1C,Standard,GuineaPig_Original,,Original,21.27,109,60,283.92,314.25,4,"[{""grams"": 8.43, ""color"": ""Esun Cold White""}, {""grams"": 5.34, ""color"": ""Esun Black""}, {""grams"": 282.4, ""color"": ""Esun Brown""}, {""grams"": 18.08, ""color"": ""Esun Bone White""}]",10.56,2.6,4.49,0.28,123.0,78.7,48468.8,61585.0,65536.0,504.0,3192.0,False,"[35.63, 15.0, 50.63, 32.0]",255.0,55,72,12.05,0.167,True,0.08,0.2,0.156,1761502.4,629384,37.3,471554,94419,72,156599.3,"{""outer_wall"": 41.5, ""infill"": 31.8, ""inner_wall"": 18.8, ""prime_tower"": 6.8, ""bridge"": 1.0, ""other"": 0.1, ""overhang"": 0.1}","{""other"": 141.6, ""inner_wall"": 29393.2, ""outer_wall"": 65031.3, ""infill"": 49726.0, ""prime_tower"": 10644.3, ""bridge"": 1577.6, ""overhang"": 85.3}",10644.3,0.0,47913,63,665.5,17.83,77.0,55,2651.9,1346.8,2684.9,0.83
X1C_Hedgehog_Common_Original,C:\ZB_Designs\Original\X1C_Original\X1C_Standard_Original\X1C_Hedgehog_Common_Original,X1C_Hedgehog_Common_Original_Data.tsv,X1C_Hedgehog_Common_Original_Full.gcode.3mf,X1C,Standard,Hedgehog_Common_Original,,Original,34.85,86,104,389.07,429.39,4,"[{""grams"": 10.59, ""color"": ""Esun Cold White""}, {""grams"": 5.5, ""color"": ""Esun Black""}, {""grams"": 274.14, ""color"": ""Esun Brown""}, {""grams"": 139.16, ""color"": ""Esun Bone White""}]",22.14,4.52,5.37,0.47,59.2,71.1,43661.0,61420.0,65536.0,504.0,3192.0,False,"[29.97, 15.0, 59.97, 29.0]",420.0,44,89,17.02,0.191,True,0.131,0.217,0.188,2654559.0,1510700,39.8,1195456,199514,89,289086.2,"{""outer_wall"": 35.4, ""infill"": 31.7, ""inner_wall"": 25.8, ""prime_tower"": 4.9, ""bridge"": 2.0, ""overhang"": 0.1, ""other"": 0.0}","{""other"": 141.6, ""prime_tower"": 14252.1, ""inner_wall"": 74572.6, ""outer_wall"": 102384.1, ""infill"": 91762.5, ""overhang"": 223.8, ""bridge"": 5749.5}",14252.1,0.0,68990,107,775.2,23.67,39.0,44,6244.6,3156.8,6418.4,1.17
X1C_Hedgehog_LEGENDARY_Original,C:\ZB_Designs\Original\X1C_Original\X1C_Standard_Original\X1C_Hedgehog_LEGENDARY_Original,X1C_Hedgehog_LEGENDARY_Original_Data.tsv,X1C_Hedgehog_LEGENDARY_Original_Full.gcode.3mf,X1C,Standard,Hedgehog_LEGENDARY_Original,,RARE Original,49.03,91,107,409.55,465.96,4,"[{""grams"": 10.95, ""color"": ""Esun Cold White""}, {""grams"": 9.21, ""color"": ""Esun Black""}, {""grams"": 290.05, ""color"": ""Eryone Silk (RYB)""}, {""grams"": 155.75, ""color"": ""Esun Bone White""}]",29.81,4.5,7.18,0.62,44.5,75.7,46540.8,61487.5,65536.0,504.0,3192.0,False,"[29.97, 15.0, 59.97, 26.75]",352.5,46,88,17.02,0.193,True,0.131,0.217,0.188,3295721.4,1660373,43.9,1331675,212510,88,311187.6,"{""outer_wall"": 34.5, ""infill"": 31.4, ""inner_wall"": 25.9, ""prime_tower"": 6.3, ""bridge"": 1.8, ""other"": 0.0, ""overhang"": 0.0}","{""other"": 141.6, ""inner_wall"": 80614.0, ""outer_wall"": 107249.8, ""infill"": 97680.1, ""prime_tower"": 19732.4, ""overhang"": 91.3, ""bridge"": 5678.3}",19732.4,0.0,72661,110,825.7,33.69,54.0,46,6334.2,3187.2,6433.2,1.22
X1C_Hippo_Original,C:\ZB_Designs\Original\X1C_Original\X1C_Standard_Original\X1C_Hippo_Original,X1C_Hippo_Original_Data.tsv,X1C_Hippo_Original_Full.gcode.3mf,X1C,Standard,Hippo_Original,,Original,22.57,73,103,267.46,314.72,4,"[{""grams"": 27.95, ""color"": ""Esun Cold White""}, {""grams"": 5.71, ""color"": ""Esun Black""}, {""grams"": 272.12, ""color"": ""Esun Very Perri""}, {""grams"": 8.94, ""color"": ""Esun Pink""}]",15.79,3.66,5.06,0.65,77.6,67.6,41410.5,61252.5,65536.0,504.0,3192.0,False,"[45.07, 15.0, 95.07, 26.75]",587.5,37,80,13.38,0.167,True,0.086,0.2,0.161,1735455.3,871663,37.9,710701,124495,80,185955.1,"{""outer_wall"": 39.6, ""inner_wall"": 25.9, ""infill"": 23.9, ""prime_tower"": 8.9, ""bridge"": 1.6, ""overhang"": 0.1, ""other"": 0.1}","{""other"": 141.6, ""inner_wall"": 48220.0, ""outer_wall"": 73564.5, ""infill"": 44368.0, ""prime_tower"": 16563.2, ""overhang"": 173.0, ""bridge"": 2924.9}",16563.2,0.0,60976,106,762.2,17.04,49.0,37,4576.2,2328.9,4657.2,1.29
X1C_Husky_Default_Original,C:\ZB_Designs\Original\X1C_Original\X1C_Standard_Original\X1C_Husky_Default_Original,X1C_Husky_Default_Original_Data.tsv,X1C_Husky_Default_Original_Full.gcode.3mf,X1C,Standard,Husky_Default_Original,,Original,30.72,85,159,326.08,452.07,4,"[{""grams"": 301.92, ""color"": ""Esun Cold White""}, {""grams"": 16.38, ""color"": ""Esun Black""}, {""grams"": 125.05, ""color"": ""Esun Silver""}, {""grams"": 8.72, ""color"": ""Esun Light Blue""}]",17.18,3.84,5.65,1.48,66.4,72.2,44410.0,61487.5,65536.0,504.0,3192.0,False,"[29.97, 15.0, 59.97, 26.75]",352.5,43,128,22.84,0.178,True,0.137,0.2,0.169,2582902.7,1240309,41.9,1020211,187859,128,282317.4,"{""outer_wall"": 37.5, ""inner_wall"": 24.1, ""infill"": 21.8, ""prime_tower"": 15.4, ""bridge"": 1.0, ""overhang"": 0.2, ""other"": 0.1}","{""other"": 141.6, ""prime_tower"": 43405.2, ""inner_wall"": 68092.6, ""outer_wall"": 105753.4, ""infill"": 61653.7, ""bridge"": 2791.4, ""overhang"": 479.5}",43405.2,0.0,86113,162,672.8,14.42,51.0,43,5554.8,2799.4,5648.3,1.24
X1C_Husky_Pink_Original,C:\ZB_Designs\Original\X1C_Original\X1C_Standard_Original\X1C_Husky_Pink_Original,X1C_Husky_Pink_Original_Data.tsv,X1C_Husky_Pink_Original_Full.gcode.3mf,X1C,Standard,Husky_Pink_Original,,Original,31.2,85,159,326.08,,4,"[{""grams"": 306.32, ""color"": ""Esun Cold White""}, {""grams"": 19.74, ""color"": ""Esun Black""}, {""grams"": 138.49, ""color"": ""Esun Pink""}, {""grams"": 7.63, ""color"": ""Esun Light Blue""}]",17.18,3.84,5.74,,65.4,72.1,44410.0,61555.0,65536.0,504.0,3192.0,False,"[29.97, 15.0, 59.97, 24.5]",285.0,43,128,22.84,0.178,True,0.137,0.2,0.169,2584839.4,1240438,42.0,1020333,187844,128,289139.7,"{""outer_wall"": 36.6, ""inner_wall"": 23.5, ""infill"": 21.3, ""prime_tower"": 17.4, ""bridge"": 1.0, ""overhang"": 0.2, ""other"": 0.0}","{""other"": 141.6, ""prime_tower"": 50239.3, ""inner_wall"": 68079.6, ""outer_wall"": 105754.5, ""infill"": 61653.7, ""bridge"": 2791.4, ""overhang"": 479.5}",50239.3,0.0,86108,162,672.7,14.65,51.0,43,5554.5,2800.2,5649.1,1.24
X1C_Lamb_Original,C:\ZB_Designs\Original\X1C_Original\X1C_Standard_Original\X1C_Lamb_Original,X1C_Lamb_Original_Data.tsv,X1C_Lamb_Original_Full.gcode.3mf,X1C,Standard,Lamb_Original,,Original,39.1,118,160,464.96,529.23,4,"[{""grams"": 401.77, ""color"": ""Esun Cold White""}, {""grams"": 37.07, ""color"": ""Esun Black""}, {""grams"": 78.94, ""color"": ""Esun Bone White""}, {""grams"": 11.45, ""color"": ""Esun Pink""}]",17.36,3.94,5.05,0.54,72.4,80.3,49394.8,61487.5,65536.0,504.0,3192.0,False,"[29.31, 15.0, 59.31, 26.75]",352.5,60,138,23.03,0.167,True,0.09,0.2,0.148,3582843.4,1456275,41.0,1157870,203102,138,312772.7,"{""outer_wall"": 42.6, ""infill"": 26.1, ""inner_wall"": 23.0, ""prime_tower"": 7.3, ""bridge"": 0.8, ""overhang"": 0.1, ""other"": 0.0}","{""other"": 141.6, ""inner_wall"": 71952.0, ""outer_wall"": 133323.4, ""infill"": 81783.0, ""prime_tower"": 22709.9, ""overhang"": 298.0, ""bridge"": 2564.8}",22709.9,0.0,98029,163,710.4,17.06,68.0,60,4833.6,2438.9,4917.8,1.16
X1C_Lion_Common_Original,C:\ZB_Designs\Original\X1C_Original\X1C_Standard_Original\X1C_Lion_Common_Original,X1C_Lion_Common_Original_Data.tsv,X1C_Lion_Common_Original_Full.gcode.3mf,X1C,Standard,Lion_Common_Original,,Original,33.2,81,176,349.97,419.03,4,"[{""grams"": 13.54, ""color"": ""Esun Cold White""}, {""grams"": 9.0, ""color"": ""Esun Black""}, {""grams"": 266.86, ""color"": ""Esun Gold""}, {""grams"": 129.63, ""color"": ""Esun Brown""}]",20.6,4.32,5.69,0.85,58.6,68.3,41919.0,61375.0,65536.0,504.0,3192.0,False,"[27.75, 15.68, 57.75, 31.18]",465.0,41,125,21.46,0.172,True,0.087,0.525,0.168,3400518.1,1233251,45.2,1005463,180106,125,258074.6,"{""outer_wall"": 39.3, ""inner_wall"": 26.3, ""infill"": 23.5, ""prime_tower"": 9.4, ""bridge"": 1.3, ""overhang"": 0.1, ""other"": 0.1}","{""other"": 141.6, ""prime_tower"": 24373.7, ""inner_wall"": 67765.1, ""outer_wall"": 101394.4, ""infill"": 60769.6, ""bridge"": 3435.0, ""overhang"": 195.1}",24373.7,0.0,83231,179,665.8,15.99,43.0,41,5699.1,2916.0,5808.0,1.41
X1C_Lion_RARE_Original,C:\ZB_Designs\Original\X1C_Original\X1C_Standard_Original\X1C_Lion_RARE_Original,X1C_Lion_RARE_Original_Data.tsv,X1C_Lion_RARE_Original_Full.gcode.3mf,X1C,Standard,Lion_RARE_Original,,RARE Original,38.33,83,176,360.43,429.5,4,"[{""grams"": 13.72, ""color"": ""Esun Cold White""}, {""grams"": 9.07, ""color"": ""Esun Black""}, {""grams"": 274.53, ""color"": ""Esun Gold""}, {""grams"": 132.18, ""color"": ""Sunlu Silk (Red Copper)""}]",23.67,4.34,6.38,0.83,52.0,69.9,42884.8,61375.0,65536.0,504.0,3192.0,False,"[30.35, 15.0, 60.35, 30.5]",465.0,42,125,21.49,0.172,True,0.087,0.525,0.164,3697148.6,1318544,46.5,1079310,185407,125,264963.4,"{""outer_wall"": 39.8, ""inner_wall"": 25.7, ""infill"": 23.7, ""prime_tower"": 9.2, ""bridge"": 1.4, ""overhang"": 0.1, ""other"": 0.1}","{""other"": 141.6, ""prime_tower"": 24375.3, ""inner_wall"": 68217.4, ""outer_wall"": 105412.1, ""infill"": 62877.6, ""overhang"": 235.9, ""bridge"": 3703.5}",24375.3,0.0,87468,179,699.7,18.48,43.0,42,5727.4,2927.1,5815.7,1.41
X1C_Llama_Original,C:\ZB_Designs\Original\X1C_Original\X1C_Standard_Original\X1C_Llama_Original,X1C_Llama_Original_Data.tsv,X1C_Llama_Original_Full.gcode.3mf,X1C,Standard,Llama_Original,,Original,29.18,97,135,314.69,382.54,4,"[{""grams"": 9.68, ""color"": ""Esun Cold White""}, {""grams"": 14.28, ""color"": ""Esun Black""}, {""grams"": 296.1, ""color"": ""Esun Light Blue""}, {""grams"": 62.48, ""color"": ""Esun Bone White""}]",15.24,3.24,5.56,0.7,79.8,72.3,44497.5,61555.0,65536.0,504.0,3192.0,False,"[32.26, 15.0, 62.26, 24.5]",285.0,49,139,25.82,0.186,True,0.113,0.2,0.165,3152253.0,1022538,47.7,800018,158524,139,239029.0,"{""outer_wall"": 39.9, ""infill"": 25.5, ""inner_wall"": 23.1, ""prime_tower"": 10.0, ""bridge"": 1.2, ""overhang"": 0.2, ""other"": 0.1}","{""other"": 141.6, ""inner_wall"": 55286.6, ""outer_wall"": 95484.0, ""infill"": 61040.2, ""prime_tower"": 23812.7, ""overhang"": 476.7, ""bridge"": 2787.2}",23812.7,0.0,74313,138,534.6,12.62,67.0,49,4391.1,2200.0,4469.2,0.97
X1C_Lonnie_Original,C:\ZB_Designs\Original\X1C_Original\X1C_Standard_Original\X1C_Lonnie_Original,X1C_Lonnie_Original_Data.tsv,X1C_Lonnie_Original_Full.gcode.3mf,X1C,Standard,Lonnie_Original,,Original,20.03,82,87,260.74,294.86,4,"[{""grams"": 23.13, ""color"": ""Esun Cold White""}, {""grams"": 12.42, ""color"": ""Esun Black""}, {""grams"": 253.49, ""color"": ""Esun Orange""}, {""grams"": 5.82, ""color"": ""Esun Pink""}]",12.64,3.18,4.61,0.42,98.2,70.1,43017.2,61370.0,65536.0,504.0,3192.0,False,"[33.67, 15.0, 73.67, 26.75]",470.0,42,73,12.42,0.17,True,0.095,0.2,0.147,1484535.2,658694,35.5,522683,99185,73,157143.1,"{""outer_wall"": 41.7, ""infill"": 26.6, ""inner_wall"": 22.8, ""prime_tower"": 7.7, ""bridge"": 1.2, ""other"": 0.1, ""overhang"": 0.0}","{""other"": 141.6, ""prime_tower"": 12055.4, ""inner_wall"": 35751.1, ""outer_wall"": 65491.9, ""infill"": 41835.9, ""bridge"": 1845.0, ""overhang"": 22.1}",12055.4,0.0,50354,90,689.8,16.57,44.0,42,3452.3,1748.2,3564.2,1.19
X1C_Monkey_Original,C:\ZB_Designs\Original\X1C_Original\X1C_Standard_Original\X1C_Monkey_Original,X1C_Monkey_Original_Data.tsv,X1C_Monkey_Original_Full.gcode.3mf,X1C,Standard,Monkey_Original,,Original,20.62,79,82,237.58,271.3,4,"[{""grams"": 5.0, ""color"": ""Esun Cold White""}, {""grams"": 4.58, ""color"": ""Esun Black""}, {""grams"": 204.91, ""color"": ""Esun Brown""}, {""grams"": 56.81, ""color"": ""Esun Bone White""}]",13.67,3.01,5.21,0.43,92.0,70.3,43115.2,61352.5,65536.0,504.0,3192.0,False,"[32.74, 16.37, 62.74, 32.62]",487.5,40,77,13.62,0.177,True,0.114,0.215,0.159,1771463.7,723530,41.4,572386,106445,77,161046.8,"{""outer_wall"": 40.5, ""infill"": 28.2, ""inner_wall"": 22.9, ""prime_tower"": 7.4, ""bridge"": 0.8, ""overhang"": 0.1, ""other"": 0.1}","{""other"": 141.6, ""prime_tower"": 11880.5, ""inner_wall"": 36849.9, ""outer_wall"": 65203.4, ""infill"": 45481.5, ""bridge"": 1325.9, ""overhang"": 163.9}",11880.5,0.0,47641,85,618.7,16.16,53.0,40,3726.9,1889.8,3812.8,1.06
X1C_Moose_Blue_Original,C:\ZB_Designs\Original\X1C_Original\X1C_Standard_Original\X1C_Moose_Blue_Original,X1C_Moose_Blue_Original_Data.tsv,X1C_Moose_Blue_Original_Full.gcode.3mf,X1C,Standard,Moose_Blue_Original,,Original,36.27,111,163,415.81,,4,"[{""grams"": 12.9, ""color"": ""Esun Cold White""}, {""grams"": 34.66, ""color"": ""Esun Black""}, {""grams"": 332.64, ""color"": ""Esun Light Blue""}, {""grams"": 114.13, ""color"": ""Esun Warm White""}]",16.72,3.75,5.23,,73.5,76.1,46836.5,61515.0,65536.0,504.0,3192.0,False,"[33.33, 15.0, 53.33, 31.25]",325.0,56,143,26.37,0.184,True,0.13,0.202,0.181,3026268.1,1491841,40.5,1219997,214144,143,309388.9,"{""outer_wall"": 38.6, ""inner_wall"": 25.6, ""infill"": 25.3, ""prime_tower"": 8.9, ""bridge"": 1.3, ""overhang"": 0.2, ""other"": 0.0}","{""other"": 141.6, ""inner_wall"": 79223.1, ""outer_wall"": 119574.6, ""infill"": 78422.6, ""prime_tower"": 27547.7, ""bridge"": 4008.6, ""overhang"": 470.8}",27547.7,0.0,100489,166,702.7,15.27,55.0,56,5032.0,2508.4,5120.3,1.14
X1C_Moose_Brown_Original,C:\ZB_Designs\Original\X1C_Original\X1C_Standard_Original\X1C_Moose_Brown_Original,X1C_Moose_Brown_Original_Data.tsv,X1C_Moose_Brown_Original_Full.gcode.3mf,X1C,Standard,Moose_Brown_Original,,Original,36.77,111,163,415.5,481.46,4,"[{""grams"": 15.36, ""color"": ""Esun Cold White""}, {""grams"": 32.2, ""color"": ""Esun Black""}, {""grams"": 330.97, ""color"": ""Esun Brown""}, {""grams"": 102.93, ""color"": ""Esun Bone White""}]",17.15,3.74,5.31,0.59,72.5,76.1,46836.5,61515.0,65536.0,504.0,3192.0,False,"[33.33, 15.0, 53.33, 31.25]",325.0,56,143,26.37,0.184,True,0.13,0.202,0.181,4510166.1,1470946,50.4,1199527,212849,143,304016.6,"{""outer_wall"": 39.3, ""inner_wall"": 25.8, ""infill"": 25.7, ""prime_tower"": 7.7, ""bridge"": 1.3, ""overhang"": 0.2, ""other"": 0.0}","{""other"": 141.6, ""inner_wall"": 78475.0, ""outer_wall"": 119466.2, ""infill"": 78128.3, ""prime_tower"": 23298.7, ""bridge"": 4036.1, ""overhang"": 470.8}",23298.7,0.0,100387,166,702.0,15.47,55.0,56,5012.0,2508.4,5093.2,1.14
